nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
hunan agriculture university,Hunan Agricultural University,U02118,Hunan Agricultural University,China,7,6
hunan cancer hospital,Hunan Cancer Hospital,U02119,Hunan Cancer Hospital,China,1,1
hunan changling petrochemical technology development co ltd,"Hunan Changling Petrochemical Technology Development Co., Ltd.",U02120,"Hunan Changling Petrochemical Technology Development Co., Ltd.",China,1,1
hunan city university,Hunan City University / 湖南城市学院,U02121,Hunan City University / 湖南城市学院,,1,1
hunan first normal university,Hunan First Normal University / 湖南第一师范,U02122,Hunan First Normal University / 湖南第一师范,,1,1
hunan institute engineering,Hunan Institute of Engineering / 湖南工程学院,U02123,Hunan Institute of Engineering / 湖南工程学院,China,2,2
hunan institute science technology,Hunan Institute of Science & Technology / 湖南理工 学院,U02124,Hunan Institute of Science & Technology / 湖南理工 学院,China,2,2
hunan institute technology,Hunan Institute of Technology (HNIT),U02125,Hunan Institute of Technology (HNIT),China,1,1
hunan normal university,Hunan Normal University,U02126,Hunan Normal University,China,16,6
hunan provincial peoples hospital,Hunan Provincial People's Hospital,U02127,Hunan Provincial People's Hospital,China,1,1
hunan university,Hunan University,U02128,Hunan University,China,55,9
hunan university arts science,Hunan University of Arts and Science (HUAS),U02129,Hunan University of Arts and Science (HUAS),China,1,1
hunan university chinese medical,Hunan University of Chinese Medicine,U02130,Hunan University of Chinese Medicine,China,2,2
hunan university finance economics,Hunan University of Finance and Economics / 湖南财 政经济学院,U02131,Hunan University of Finance and Economics / 湖南财 政经济学院,,1,1
hunan university humanities science technology,Hunan University of Humanities Science & Technology / 湖南人文科技学院,U02132,Hunan University of Humanities Science & Technology / 湖南人文科技学院,,1,1
hunan university science engineering,Hunan University of Science & Engineering / 湖南科 技学院,U02133,Hunan University of Science & Engineering / 湖南科 技学院,China,2,2
hunan university science technology,Hunan University of Science and Technology,U02134,Hunan University of Science and Technology,China,6,5
hunan university technology,Hunan University of Technology,U02135,Hunan University of Technology,China,5,5
hunan university technology business,Hunan University of Technology and Business (HNUC),U02136,Hunan University of Technology and Business (HNUC),China,1,1
hung kuang university,Hung Kuang University / 弘光科技大學,U02137,Hung Kuang University / 弘光科技大學,,1,1
hung yen university technology education truong dai hoc su pham ky thuat hung yen,Hung Yen University of Technology and Education / Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,U02138,Hung Yen University of Technology and Education / Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,,1,1
hungarian academy science,Hungarian Academy of Sciences (HAS),U02139,Hungarian Academy of Sciences (HAS),Hungary,1,1
hungarian research network,Hungarian Research Network (HUN-REN),U02140,Hungarian Research Network (HUN-REN),Hungary,1,1
hungarian university agriculture life science,Hungarian University of Agriculture and Life Sciences,U02141,Hungarian University of Agriculture and Life Sciences,Hungary,7,2
hungarian university agriculture life science magyar agrar es elettudomanyi egyetem mate,Hungarian University of Agriculture and Life Sciences / Magyar Agrár- és Élettudományi Egyetem MATE,U02142,Hungarian University of Agriculture and Life Sciences / Magyar Agrár- és Élettudományi Egyetem MATE,,1,1
hunter college,Hunter College,U00734,CUNY Hunter College,United States,4,1
huzhou university,Huzhou University,U02143,Huzhou University,China,4,3
huzhou university huzhou teachers college,Huzhou University (Huzhou Teachers’ College) / 湖州 师范学院,U02144,Huzhou University (Huzhou Teachers’ College) / 湖州 师范学院,,1,1
hvidovre hospital,Hvidovre Hospital,U02145,Hvidovre Hospital,Denmark,1,1
hyogo college medical,Hyogo College of Medicine,U02146,Hyogo College of Medicine,Japan,7,3
hyogo medical university,Hyogo Medical University,U02147,Hyogo Medical University,Japan,4,2
hyundai,Hyundai,U02148,Hyundai,South Korea,1,1
i horbachevsky ternopil national medical university,I. Horbachevsky Ternopil National Medical University,U02152,I. Horbachevsky Ternopil National Medical University,Ukraine,1,1
i m sechenov first moscow state medical university sechenov university,I M Sechenov First Moscow State Medical University (Sechenov University) / Первый Московский государственный медицинский университет И М,U02150,I M Sechenov First Moscow State Medical University (Sechenov University) / Первый Московский государственный медицинский университет И М,,1,1
i razzakov kyrgyz state technology university,I. Razzakov Kyrgyz State Technical University.,U02153,I. Razzakov Kyrgyz State Technical University.,Kyrgyzstan,3,1
i shou university,I-Shou University,U02151,I-Shou University,Taiwan,16,4
ibaraki university,Ibaraki University,U02194,Ibaraki University,Japan,15,4
ibero american university,Ibero-American University,U02195,Ibero-American University,Mexico,2,1
ibm,IBM,U02154,IBM,United States,1,1
ibn khaldoun university,Ibn Khaldoun University,U02196,Ibn Khaldoun University,Algeria,2,1
ibn tofail university,Ibn Tofaïl University,U02197,Ibn Tofaïl University,Morocco,9,2
ibn tofail university kenitra,Ibn Tofail University of Kenitra,U02197,Ibn Tofaïl University,Morocco,1,1
ibn zohr university,Ibn Zohr University,U02198,Ibn Zohr University,Morocco,1,1
ibn zohr university agadir,Ibn Zohr University of Agadir,U02198,Ibn Zohr University,Morocco,1,1
ibric,iBRIC+,U07492,iBRIC+,India,1,1
icahn school medical mount sinai,Icahn School of Medicine at Mount Sinai,U02199,Icahn School of Medicine at Mount Sinai,United States,32,8
icahn school medical mount sinai mshs,"Icahn School of Medicine at Mount Sinai (ISMMS), MSHS",U02199,Icahn School of Medicine at Mount Sinai,United States,1,1
icar central institute fisheries education cife,ICAR Central Institute of Fisheries Education CIFE,U02155,ICAR Central Institute of Fisheries Education CIFE,,1,1
icesi university,Icesi University,U05441,Universidad ICESI,Colombia,4,1
icfai university tripura icfai tripura,"ICFAI University, Tripura (ICFAI Tripura)",U02156,"ICFAI University, Tripura (ICFAI Tripura)",India,1,1
idaho national laboratory,Idaho National Laboratory (INL),U02200,Idaho National Laboratory (INL),United States,1,1
idaho state university,Idaho State University,U02201,Idaho State University,United States,2,2
ie university,IE University,U02157,IE University,Spain,8,1
iese business school university navarra,IESE Business School Universidad de Navarra,U02158,IESE Business School Universidad de Navarra,,1,1
ieseg school management,IÉSEG School of Management,U02529,IÉSEG School of Management,,1,1
ifhe hyderabad,IFHE Hyderabad,U02159,IFHE Hyderabad,India,1,1
ifp energies nouvelles,IFP Energies Nouvelles (IFPEN),U02160,IFP Energies Nouvelles (IFPEN),France,1,1
ifp school,IFP School,U02161,IFP School,France,2,1
igdir university,Iğdır University,U02530,Iğdır University,,1,1
ihe delft institute water education,IHE Delft Institute for Water Education,U02162,IHE Delft Institute for Water Education,Netherlands,2,2
ilam university,Ilam University,U02202,Ilam University,Iran,4,2
ilam university medical science,Ilam University of Medical Sciences,U02203,Ilam University of Medical Sciences,Iran,5,2
ilia state university,Ilia State University,U02204,Ilia State University,Georgia,9,4
illinois institute technology,Illinois Institute of Technology,U02205,Illinois Institute of Technology,United States,34,7
illinois institute technology illinois technology chicago,Illinois Institute of Technology Illinois Tech Chicago,U02206,Illinois Institute of Technology Illinois Tech Chicago,,1,1
illinois state university,Illinois State University,U02207,Illinois State University,United States,8,5
illinois wesleyan university,Illinois Wesleyan University,U02208,Illinois Wesleyan University,,1,1
illumina,Illumina,U02209,Illumina,United States,1,1
ilma university,ILMA University,U02163,ILMA University,,1,1
ilmenau university technology tu ilmenau,Ilmenau University of Technology (TU Ilmenau),U05036,Technische Universität Ilmenau,Germany,1,1
imam abdulrahman bin faisal university,Imam Abdulrahman Bin Faisal University,U02210,Imam Abdulrahman Bin Faisal University,Saudi Arabia,22,5
imam abdulrahman bin faisal university dammam,Imam Abdulrahman Bin Faisal University (University of Dammam),U02211,Imam Abdulrahman Bin Faisal University (University of Dammam),,1,1
imam khomeini international university,Imam Khomeini International University,U02212,Imam Khomeini International University,Iran,5,2
imam khomeini international university qazvin,Imam Khomeini International University Qazvin,U02213,Imam Khomeini International University Qazvin,,1,1
imam mohammad ibn saud islamic university,Imam Mohammad Ibn Saud Islamic University,U02214,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,5,2
imam mohammad ibn saud islamic university imsiu,Imam Mohammad Ibn Saud Islamic University – IMSIU,U02214,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,6,1
imdea institute,IMDEA Institutes,U02164,IMDEA Institutes,Spain,1,1
immanuel kant baltic federal university,Immanuel Kant Baltic Federal University,U02215,Immanuel Kant Baltic Federal University,Russia,12,2
immanuel kant state university russia kaliningrad state university,Immanuel Kant State University of Russia (Kaliningrad State University) / Балтийский федеральный университет И Канта,U02216,Immanuel Kant State University of Russia (Kaliningrad State University) / Балтийский федеральный университет И Канта,,1,1
immunocore,Immunocore,U02217,Immunocore,United Kingdom,1,1
imperial college healthcare nhs trust,Imperial College Healthcare NHS Trust,U02218,Imperial College Healthcare NHS Trust,United Kingdom,1,1
imperial college london,Imperial College London,U02219,Imperial College London,United Kingdom,113,12
imt atlantique,IMT Atlantique,U02165,IMT Atlantique,France,10,3
imt atlantique school national superieure mines telecom atlantique,IMT Atlantique / Ecole Nationale Supérieure Mines Télécom Atlantique,U02166,IMT Atlantique / Ecole Nationale Supérieure Mines Télécom Atlantique,,1,1
imt mines ales,IMT Mines Alès,U02167,IMT Mines Alès,,1,1
imt nord europe,IMT Nord Europe,U02168,IMT Nord Europe,France,4,1
imt school advanced studies lucca,IMT School for Advanced Studies Lucca,U02169,IMT School for Advanced Studies Lucca,Italy,1,1
imu university,IMU University,U02170,IMU University,Malaysia,1,1
incheon national university,Incheon National University,U02220,Incheon National University,South Korea,14,5
incheon national university incheon,Incheon National University (University of Incheon) / 인천대학교,U02220,Incheon National University,South Korea,1,1
